Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
CW22KLW1,Headphones,Home Appliances,Product_J5HRE,162.18,88,2,20x16x7 cm,3/15/2023,1/1/2025,Z97UAF,"S39,8Z3",Green/Large,4
2V2BCFWX,Smartphone,Clothing,Product_KBPDV,54.74,42,1,10x11x9 cm,3/15/2023,1/1/2025,X12WRA,"IPC,SO8",Red/Small,1
TPF01ZOH,Smartphone,Home Appliances,Product_UBYP2,366.64,80,2,14x12x11 cm,1/1/2023,1/1/2025,FYLC4L,"GZB,2IN",Blue/Medium,1
KRJ06AQ6,Monitor,Home Appliances,Product_WEA1Y,296.41,61,3,5x13x13 cm,7/30/2023,1/1/2025,1GSTUQ,"5OH,MU1",Red/Small,2
GNFIHZ72,Monitor,Clothing,Product_57NK7,217.77,15,3,11x6x20 cm,7/30/2023,1/1/2026,ZFHB91,"K3U,FFB",Red/Small,2
6TZ1NQFG,Monitor,Home Appliances,Product_IVRM8,150.56,46,2,11x5x5 cm,1/1/2023,1/1/2025,8VG7UM,"DJF,O6E",Green/Large,5
0ZLIKGSZ,Headphones,Home Appliances,Product_COSKG,151.08,62,2,12x17x7 cm,1/1/2023,1/1/2024,L0PMO3,"IXQ,7G7",Red/Small,4
ABWO808B,Laptop,Home Appliances,Product_TY550,350.49,23,2,13x15x18 cm,3/15/2023,1/1/2025,15YCM3,"GGK,7XW",Green/Large,1
S0V2L3S0,Smartphone,Electronics,Product_6WGEJ,202.02,42,1,6x11x10 cm,1/1/2023,1/1/2025,9YL7E4,"QEG,ZMK",Red/Small,4
V3A514TD,Laptop,Electronics,Product_2ATOH,154.43,42,2,14x17x13 cm,7/30/2023,1/1/2026,5AH3BK,"UA5,3RG",Green/Large,1
1Z6Y1TY8,Smartphone,Clothing,Product_6VWAI,286.07,98,2,16x6x9 cm,1/1/2023,1/1/2026,IH5ZTA,"MEJ,ZDT",Blue/Medium,1
7UQRYXF6,Headphones,Clothing,Product_DZQUP,100.15,1,2,8x17x8 cm,3/15/2023,1/1/2026,DAROFR,"FCC,DDI",Red/Small,3
E5X8PA13,Monitor,Clothing,Product_6ZLFU,462.76,78,2,17x8x13 cm,7/30/2023,1/1/2026,LX0463,"RR1,GRU",Blue/Medium,3
ZYQ8KA86,Laptop,Electronics,Product_2XPCZ,100.38,6,1,5x15x5 cm,1/1/2023,1/1/2025,E46LQX,"9IW,WDC",Green/Large,2
Z5NSJOZD,Laptop,Home Appliances,Product_WU36V,98.39,22,3,9x9x12 cm,7/30/2023,1/1/2024,E66QYH,"8PW,7N7",Red/Small,3
BOI79MHX,Smartphone,Clothing,Product_M8KWL,179.78,15,1,13x17x11 cm,3/15/2023,1/1/2024,E6FHZA,"RIH,3SL",Green/Large,3
SU6KNXTU,Headphones,Electronics,Product_VOKMA,83.39,21,1,15x10x12 cm,3/15/2023,1/1/2024,1FYAQX,"37D,O89",Red/Small,3
M04KRZJT,Monitor,Clothing,Product_Y08QG,182.59,9,1,9x20x5 cm,3/15/2023,1/1/2024,TO273T,"UHY,2IN",Blue/Medium,5
FQAIGW4M,Laptop,Clothing,Product_ZM9R5,142.62,64,2,11x13x7 cm,7/30/2023,1/1/2025,T8HO9H,"XXE,N2B",Blue/Medium,5
E9B73RWR,Headphones,Clothing,Product_HJXK0,289.74,67,3,9x10x12 cm,1/1/2023,1/1/2025,PITHPV,"TNH,BA4",Blue/Medium,5
XTW7Q14Q,Laptop,Electronics,Product_H86AL,71.17,19,2,18x8x19 cm,1/1/2023,1/1/2025,E8EB2D,"SGH,5GV",Red/Small,2
S4S72JEF,Laptop,Clothing,Product_SSNAJ,306.69,49,3,17x11x10 cm,7/30/2023,1/1/2025,6J8Z5F,"NNY,WSQ",Red/Small,4
ENRAW0DB,Monitor,Clothing,Product_8X6CX,372.08,66,1,5x9x5 cm,7/30/2023,1/1/2025,Q5AGRJ,"4NX,RM9",Blue/Medium,2
OV1HKM42,Headphones,Home Appliances,Product_47BOC,203.71,14,1,11x12x5 cm,1/1/2023,1/1/2024,7L90QY,"O92,FXG",Red/Small,3
BHIEKDWD,Smartphone,Electronics,Product_KVF3V,90.74,69,3,5x18x17 cm,1/1/2023,1/1/2026,W0MD6Z,"RC4,PLM",Green/Large,2
OJ30MFXX,Monitor,Home Appliances,Product_VORJD,362.02,82,1,10x12x5 cm,7/30/2023,1/1/2026,0P1NNR,"P6M,VYK",Red/Small,1
CAS67Y99,Monitor,Clothing,Product_9TLCO,109.88,88,1,10x8x19 cm,3/15/2023,1/1/2026,XA708A,"CQR,75F",Green/Large,2
EJ0V32HJ,Headphones,Clothing,Product_S61N0,343.61,44,1,19x15x17 cm,3/15/2023,1/1/2024,BK8PBI,"7P3,DUV",Blue/Medium,2
GVELXWDB,Smartphone,Clothing,Product_FNSRO,217.82,74,1,9x18x16 cm,3/15/2023,1/1/2026,NSNL33,"39H,ETG",Green/Large,4
WBZD71YQ,Laptop,Clothing,Product_V6O0H,221.51,43,3,5x10x17 cm,7/30/2023,1/1/2024,LPLHFO,"3XC,0M0",Red/Small,4
03GI1EGP,Monitor,Clothing,Product_RRO5N,334.7,41,1,5x13x7 cm,3/15/2023,1/1/2026,5G22VS,"E2E,I77",Green/Large,1
SPD6JLGK,Headphones,Clothing,Product_AB4PO,146.21,45,3,11x17x13 cm,7/30/2023,1/1/2024,ODV5W8,"QT6,FDD",Green/Large,1
XMCVHQTL,Monitor,Clothing,Product_V0HOV,252.66,77,3,16x16x5 cm,3/15/2023,1/1/2025,UFXH5M,"96U,TYA",Blue/Medium,4
VY678FV0,Headphones,Clothing,Product_LUSF3,59.95,75,2,6x9x20 cm,3/15/2023,1/1/2024,WMZRQJ,"6N7,17X",Green/Large,3
AP496WDE,Monitor,Electronics,Product_MKR1T,110.73,63,3,20x15x11 cm,7/30/2023,1/1/2025,ZLRXTE,"VBX,L1K",Green/Large,5
REQNYMEE,Monitor,Clothing,Product_0FL7T,259.56,47,3,8x13x9 cm,3/15/2023,1/1/2026,TAGKNO,"8PF,FBB",Blue/Medium,2
PBJVHG4G,Headphones,Clothing,Product_IBVDB,23.68,29,3,15x14x19 cm,1/1/2023,1/1/2024,TQWREO,"IOK,KUB",Blue/Medium,2
QCNN8DT6,Headphones,Electronics,Product_D5JCY,344.47,82,3,20x17x11 cm,3/15/2023,1/1/2025,N5BZYZ,"OSD,N04",Green/Large,4
XL5B11I4,Headphones,Clothing,Product_DLNZG,318.7,85,3,19x13x15 cm,1/1/2023,1/1/2024,QI7VY0,"G4A,A9K",Red/Small,2
WNLCT2WV,Smartphone,Clothing,Product_LGCTP,330.58,53,1,7x12x16 cm,7/30/2023,1/1/2024,RW152I,"3WI,2FV",Green/Large,4
YMC7YIG4,Monitor,Electronics,Product_5XXBI,148.41,71,3,13x15x12 cm,7/30/2023,1/1/2026,IEWIW5,"0TB,4T7",Green/Large,4
0V8QDQ7X,Laptop,Electronics,Product_F1BQM,335.76,9,2,6x16x12 cm,7/30/2023,1/1/2025,0YW6VI,"OIU,WAV",Blue/Medium,5
54VPQ98K,Smartphone,Clothing,Product_WJ0K1,324.49,17,1,10x5x17 cm,3/15/2023,1/1/2024,K9MVP8,"WVG,955",Green/Large,5
WUCC6OQI,Monitor,Electronics,Product_EVV53,315.48,70,1,10x6x17 cm,7/30/2023,1/1/2025,OPEDFL,"CBB,KQZ",Blue/Medium,4
01SE1KP9,Laptop,Clothing,Product_SC6F9,448.62,35,1,20x7x17 cm,7/30/2023,1/1/2026,RC0V6N,"5TO,MEY",Blue/Medium,5
D1DS5I1U,Headphones,Electronics,Product_4TK5Q,152.19,84,1,13x15x18 cm,7/30/2023,1/1/2026,HS585N,"Q86,MEH",Green/Large,1
P3P99AFZ,Headphones,Electronics,Product_6VTU9,269.58,12,2,9x17x19 cm,1/1/2023,1/1/2025,81SEVG,"HS0,311",Green/Large,5
DXEW1DR6,Headphones,Clothing,Product_CRW8L,354.23,22,1,10x8x14 cm,7/30/2023,1/1/2025,I36EBS,"WZT,4Q8",Red/Small,4
MZ3GA58D,Smartphone,Home Appliances,Product_9R2VF,163.79,14,3,5x19x18 cm,3/15/2023,1/1/2026,KGMH5S,"MSA,BMC",Red/Small,3
YNVDSLV7,Laptop,Electronics,Product_V50NV,266.82,96,3,18x8x14 cm,3/15/2023,1/1/2025,IOELXH,"4Q6,Z5N",Blue/Medium,5
KHDM5TDG,Smartphone,Home Appliances,Product_DM7IE,248.74,41,3,19x8x5 cm,3/15/2023,1/1/2024,J8ATXP,"1BV,LNC",Red/Small,3
WG3BGLJ0,Headphones,Home Appliances,Product_ZQY1T,71,79,2,9x20x5 cm,7/30/2023,1/1/2026,5PJNS4,"PC6,RS9",Green/Large,2
GN0RY5OT,Monitor,Clothing,Product_PPQOE,100.4,70,1,6x9x13 cm,7/30/2023,1/1/2025,JCPB93,"3OX,BNQ",Red/Small,4
7ZP2B681,Monitor,Electronics,Product_MPVZE,341.11,16,2,6x14x14 cm,1/1/2023,1/1/2025,6G9S1X,"L52,1YT",Red/Small,4
CVLT1T7Q,Monitor,Electronics,Product_WL6U2,335.78,34,3,15x18x5 cm,7/30/2023,1/1/2026,T67GG4,"E85,N22",Blue/Medium,1
AL9JBG33,Headphones,Home Appliances,Product_ES7JI,473.38,31,1,5x8x20 cm,7/30/2023,1/1/2025,8N8OP0,"4YS,2T1",Red/Small,3
KMPWWI42,Smartphone,Clothing,Product_EA54N,168.63,73,2,13x6x9 cm,1/1/2023,1/1/2026,NGBRI6,"N27,NRU",Red/Small,3
PS2KGY9Z,Monitor,Home Appliances,Product_IMYHL,469.71,4,3,13x5x12 cm,3/15/2023,1/1/2026,A376UM,"LCL,I52",Red/Small,3
DJCGW3WT,Smartphone,Clothing,Product_BCQ5Q,209.67,31,1,10x7x13 cm,1/1/2023,1/1/2026,W3TJTS,"Z1R,OJ3",Green/Large,5
4JE8TRAO,Laptop,Clothing,Product_7PIU6,198.98,37,1,9x17x11 cm,3/15/2023,1/1/2026,Z39HF6,"6T9,Q90",Green/Large,1
0JL73AC2,Laptop,Home Appliances,Product_O1ZFG,413.86,6,2,19x12x18 cm,1/1/2023,1/1/2026,W7U8XU,"ZMM,8WY",Blue/Medium,3
SHPYVPCY,Monitor,Home Appliances,Product_DS7QW,140.31,89,1,13x12x19 cm,3/15/2023,1/1/2026,HGOENW,"MV6,N6B",Green/Large,3
6HQGXPEX,Laptop,Electronics,Product_1LP24,22.9,1,1,18x19x10 cm,3/15/2023,1/1/2024,ED4LOM,"UU7,55Y",Green/Large,2
PWT6HP5J,Smartphone,Clothing,Product_6343W,63.77,49,1,13x18x14 cm,1/1/2023,1/1/2025,BET183,"DT0,MSN",Red/Small,2
5BDWH1BP,Smartphone,Electronics,Product_XXAC1,179.11,97,3,17x8x11 cm,3/15/2023,1/1/2026,P33J3U,"I5K,R3K",Red/Small,4
8Z9J2OJ2,Smartphone,Home Appliances,Product_QFQCJ,10.27,76,2,10x7x19 cm,1/1/2023,1/1/2024,TZSB01,"SQ0,TH7",Red/Small,2
QRPBLD2Y,Monitor,Clothing,Product_GY5SZ,290.2,67,1,14x10x14 cm,1/1/2023,1/1/2026,XQ7HO3,"RAK,RZK",Red/Small,3
OPR5NSHP,Headphones,Clothing,Product_5LLNN,217.57,26,3,13x10x11 cm,1/1/2023,1/1/2025,7KIQBM,"W6F,IWQ",Red/Small,1
M8YM8X80,Smartphone,Clothing,Product_MCJRI,353.93,51,1,11x11x17 cm,3/15/2023,1/1/2024,8DTXCO,"WXM,6PV",Red/Small,5
FUBU0M2B,Laptop,Electronics,Product_WB1PI,68.45,90,1,12x10x8 cm,7/30/2023,1/1/2024,I31B05,"642,WVR",Red/Small,5
WL4REH4H,Laptop,Home Appliances,Product_QG7V7,370.07,14,1,19x13x12 cm,3/15/2023,1/1/2025,UQL2RR,"M54,2M0",Red/Small,3
SO3M6Y3Q,Laptop,Home Appliances,Product_B9R5T,372.8,38,2,17x17x10 cm,7/30/2023,1/1/2025,YP36CM,"EA6,JFF",Blue/Medium,4
4C9OISYX,Smartphone,Home Appliances,Product_001NY,113.25,71,2,17x6x17 cm,1/1/2023,1/1/2025,2GPD98,"EL7,3IX",Blue/Medium,1
0370JQHC,Laptop,Home Appliances,Product_TNQKK,407.68,71,1,11x16x12 cm,7/30/2023,1/1/2025,LPMHDU,"PWM,KUM",Green/Large,1
TSPPDOKZ,Headphones,Electronics,Product_LXUVA,381.7,28,1,17x14x16 cm,7/30/2023,1/1/2026,LB7AKV,"OAS,R38",Green/Large,5
WM6N7BU7,Smartphone,Clothing,Product_BMDND,211.85,35,1,5x15x17 cm,1/1/2023,1/1/2024,LHM1XQ,"89I,01J",Green/Large,4
7WMTJGAJ,Headphones,Electronics,Product_F1H02,372.55,79,2,10x10x8 cm,1/1/2023,1/1/2024,0M0HGP,"6EF,U5C",Red/Small,3
IU0PCAOD,Headphones,Home Appliances,Product_DN0G8,411.64,7,3,19x17x19 cm,7/30/2023,1/1/2025,DTUACB,"BPW,F7Y",Red/Small,3
N400PYL0,Laptop,Home Appliances,Product_MYP7L,485.93,71,2,6x14x12 cm,3/15/2023,1/1/2024,04A7ME,"1KY,JSV",Blue/Medium,3
03N6Q0IN,Headphones,Electronics,Product_FDAS8,26.47,13,1,6x11x5 cm,1/1/2023,1/1/2026,98O5OV,"OIH,K8X",Green/Large,5
TJ941KZL,Monitor,Home Appliances,Product_L2VY5,236.65,38,2,20x16x18 cm,7/30/2023,1/1/2024,IV2B3Y,"8XA,ZRY",Red/Small,4
HIN6R5I6,Headphones,Electronics,Product_H3APT,409.42,77,2,6x6x6 cm,7/30/2023,1/1/2024,MSQ2S6,"ULM,XTD",Blue/Medium,1
R4Q2AS3J,Monitor,Electronics,Product_WMM8V,466.07,79,1,14x20x12 cm,3/15/2023,1/1/2024,LUN2M2,"2ZD,LGD",Blue/Medium,2
P1I4EFRV,Laptop,Electronics,Product_TV5UD,81.04,15,1,7x5x16 cm,3/15/2023,1/1/2025,OHTLVU,"KAS,C5V",Red/Small,1
U24RZ8BD,Smartphone,Clothing,Product_7XJ1L,492.91,40,2,6x14x14 cm,3/15/2023,1/1/2024,8DJ6L5,"0N1,I9W",Red/Small,2
RK15GGZ7,Headphones,Clothing,Product_8AVPL,261.63,25,3,16x19x14 cm,1/1/2023,1/1/2025,IH7A7X,"B8E,YML",Green/Large,3
IU50236L,Headphones,Electronics,Product_ZKGD7,286.89,89,1,15x7x13 cm,7/30/2023,1/1/2025,CVIN2E,"2YS,YML",Red/Small,2
G6KNX28X,Laptop,Clothing,Product_SWOZ9,71.62,35,2,16x6x16 cm,7/30/2023,1/1/2024,7M54AR,"2HH,WX3",Blue/Medium,1
BUDV9DHR,Laptop,Clothing,Product_N4RO7,477.15,33,3,15x13x10 cm,7/30/2023,1/1/2026,PWKCWU,"4SP,SUT",Blue/Medium,5
Z59COLQZ,Smartphone,Clothing,Product_YQ8Q4,207.4,14,1,9x15x14 cm,1/1/2023,1/1/2024,JTMB25,"21Y,VPF",Red/Small,2
X7GGD97Y,Monitor,Home Appliances,Product_NR8PV,86.45,53,2,6x13x6 cm,3/15/2023,1/1/2025,TT563J,"X5E,5V8",Green/Large,5
PRE65NVW,Monitor,Clothing,Product_VC8XK,239.16,75,1,7x16x10 cm,1/1/2023,1/1/2026,CC0J24,"2A8,PX1",Red/Small,2
IQMHOD60,Laptop,Clothing,Product_U6NZ8,277.91,61,1,11x18x7 cm,3/15/2023,1/1/2025,WQC62D,"NLX,IS5",Red/Small,3
PN4ELW7T,Smartphone,Clothing,Product_H8AW3,465.13,54,2,19x6x18 cm,7/30/2023,1/1/2025,YH88AT,"QYS,8ED",Red/Small,2
9NT83TTD,Headphones,Electronics,Product_D4ORH,422.43,1,1,13x10x11 cm,1/1/2023,1/1/2026,W3FZDC,"8IB,4GN",Blue/Medium,5
GHXAXNJZ,Headphones,Home Appliances,Product_YPVBN,356.09,14,3,16x10x7 cm,7/30/2023,1/1/2024,1A1VH0,"7Z4,531",Blue/Medium,3
D4759S8P,Monitor,Home Appliances,Product_EMCUA,226.27,64,2,16x10x7 cm,1/1/2023,1/1/2024,ZTMJQV,"MFW,X7I",Red/Small,2
LMRP54K0,Headphones,Electronics,Product_4B2PS,289.06,32,3,19x14x7 cm,1/1/2023,1/1/2026,Y5ID8R,"IYT,OWY",Red/Small,1
5YE8H282,Monitor,Clothing,Product_K4FEF,147.55,78,2,15x8x6 cm,7/30/2023,1/1/2024,3EAD2I,"S0T,BXK",Blue/Medium,2
S2FRVNLW,Laptop,Clothing,Product_O4YO0,53.27,4,2,16x5x16 cm,7/30/2023,1/1/2026,A7SD12,"P6M,1FQ",Green/Large,3
QFBOZFWD,Laptop,Home Appliances,Product_7L4U3,205.94,2,2,17x11x14 cm,3/15/2023,1/1/2026,N8FO90,"C1O,0KL",Green/Large,5
AKVHWQKM,Monitor,Clothing,Product_JAPAX,266.4,60,2,13x9x10 cm,7/30/2023,1/1/2026,4TM7GS,"1LC,6AN",Green/Large,2
BOZW2TN0,Laptop,Clothing,Product_U3Q9N,285.77,34,1,17x6x13 cm,7/30/2023,1/1/2025,5Q01SN,"T8M,NVL",Blue/Medium,5
C8ST62QZ,Headphones,Electronics,Product_99X76,70.99,78,2,13x17x10 cm,1/1/2023,1/1/2026,E070US,"U93,SKB",Red/Small,3
BFY5MJU9,Headphones,Home Appliances,Product_GFC6X,373.53,53,3,10x18x6 cm,1/1/2023,1/1/2026,DPBX2C,"3WI,7AV",Blue/Medium,3
3Q8XQMD0,Smartphone,Home Appliances,Product_7A33P,270.61,71,3,14x12x5 cm,3/15/2023,1/1/2024,9D3HT2,"Z08,GAA",Red/Small,2
Z9GWG5X1,Monitor,Clothing,Product_PWCZD,270.63,68,3,17x5x16 cm,1/1/2023,1/1/2026,019FAO,"9OW,UFK",Blue/Medium,1
ACTNC7Z1,Monitor,Home Appliances,Product_8FX3M,498.21,55,2,12x13x20 cm,3/15/2023,1/1/2025,54ECVH,"OYC,T4L",Blue/Medium,1
Z5FP9KQU,Laptop,Home Appliances,Product_AKSGC,480.45,23,3,6x9x5 cm,3/15/2023,1/1/2024,H4INVA,"S08,B3H",Blue/Medium,2
THY1GLWX,Smartphone,Home Appliances,Product_2D8VP,13.02,36,1,5x14x14 cm,3/15/2023,1/1/2025,866CO2,"K40,KVV",Green/Large,3
D8VNFCU0,Monitor,Home Appliances,Product_MPK3O,444.7,83,1,14x20x19 cm,7/30/2023,1/1/2025,EI1JGE,"02L,A24",Red/Small,5
DPJYL0CP,Smartphone,Home Appliances,Product_OCSUK,193.95,42,1,12x10x19 cm,7/30/2023,1/1/2026,U4VMZD,"X9D,SNU",Red/Small,3
Q0TXOCUV,Laptop,Clothing,Product_T4W59,431.67,95,2,20x12x13 cm,7/30/2023,1/1/2024,M3JMRJ,"DSR,XCT",Blue/Medium,4
Y94C4NC8,Smartphone,Home Appliances,Product_AGXHY,156.5,90,3,14x19x8 cm,1/1/2023,1/1/2026,3TB68F,"LDT,FML",Blue/Medium,4
BWUM58Z9,Smartphone,Home Appliances,Product_BTFXT,387.68,46,2,13x9x6 cm,3/15/2023,1/1/2025,VX5FOG,"NMI,RXX",Green/Large,4
DZWSXWRN,Monitor,Clothing,Product_RUMSI,286.14,61,1,5x11x8 cm,3/15/2023,1/1/2025,TLDJUG,"DBI,344",Blue/Medium,4
OCSQCW1I,Headphones,Clothing,Product_SZCGT,325.85,94,1,14x8x10 cm,7/30/2023,1/1/2025,CGABSC,"QAU,61J",Blue/Medium,1
QX0EZMW7,Laptop,Electronics,Product_W9SJ5,134.67,13,2,5x11x8 cm,7/30/2023,1/1/2025,XXFJSS,"DLN,DFG",Blue/Medium,2
EYZF7BV3,Laptop,Home Appliances,Product_C5ME1,159.82,57,1,8x14x13 cm,7/30/2023,1/1/2026,3R96J3,"NXJ,P5K",Red/Small,3
ALSRI6OK,Headphones,Clothing,Product_VPHVG,183.67,43,3,14x20x15 cm,1/1/2023,1/1/2025,BQIU8F,"SDO,AIJ",Red/Small,5
1HTMGOBO,Laptop,Electronics,Product_YI0M1,339.67,79,3,16x13x10 cm,7/30/2023,1/1/2026,L88V4X,"9IH,SN0",Blue/Medium,1
GA4484CR,Headphones,Electronics,Product_TZYMS,130.44,50,2,17x15x18 cm,1/1/2023,1/1/2024,ZO769U,"KCZ,25W",Red/Small,1
JECT12VZ,Monitor,Electronics,Product_TXZZF,233.43,88,2,11x6x6 cm,3/15/2023,1/1/2026,DDWAEQ,"6BA,XNJ",Red/Small,5
S2RTM9YG,Monitor,Home Appliances,Product_XDD0U,117.5,86,2,12x16x13 cm,7/30/2023,1/1/2025,1VT6OS,"1MI,NKW",Red/Small,2
DWT01U27,Headphones,Electronics,Product_QZ5FN,219.75,27,2,16x16x10 cm,1/1/2023,1/1/2024,LEWRF4,"FLH,4T8",Green/Large,2
9TU7GIUP,Smartphone,Home Appliances,Product_YHWBG,114.58,55,1,20x17x12 cm,1/1/2023,1/1/2024,L4VBTG,"6SF,YQ8",Red/Small,3
BB8SSFCS,Laptop,Clothing,Product_EPX4W,217.78,29,3,7x11x18 cm,3/15/2023,1/1/2026,VQXX04,"YEO,BM3",Blue/Medium,3
GVC5ZLEV,Headphones,Electronics,Product_U9HV0,283.59,28,2,8x6x19 cm,1/1/2023,1/1/2026,6MB9Q3,"B15,K4C",Blue/Medium,5
OB7MQP8D,Smartphone,Electronics,Product_3ZUBG,198.31,55,1,5x11x6 cm,7/30/2023,1/1/2024,KTWM2O,"ZRI,5KF",Green/Large,2
7W4WHRHJ,Monitor,Electronics,Product_NGIHC,89.44,11,3,6x9x10 cm,1/1/2023,1/1/2025,VPCV8X,"X6H,R03",Red/Small,5
WETAP9OG,Laptop,Home Appliances,Product_KY3UE,217.53,9,3,5x6x20 cm,3/15/2023,1/1/2026,GQE2HK,"3J1,CFX",Blue/Medium,3
ISBA7KMG,Monitor,Electronics,Product_NGMXE,38.12,97,2,13x10x12 cm,3/15/2023,1/1/2025,6O8ZG1,"XBV,70E",Green/Large,3
SA1P5FGA,Monitor,Clothing,Product_UQ1LL,183.07,21,3,15x6x12 cm,7/30/2023,1/1/2024,QZW4E1,"5TG,1FB",Red/Small,2
4PSMM5PO,Monitor,Clothing,Product_XJ228,415.22,87,3,18x15x19 cm,3/15/2023,1/1/2025,ZGPG7N,"T02,JLD",Red/Small,3
NCZNE0GU,Headphones,Home Appliances,Product_ZV5VS,93.66,73,3,5x15x13 cm,1/1/2023,1/1/2024,TO3ARF,"B03,NK6",Blue/Medium,5
IZDCI0YP,Headphones,Electronics,Product_DGNG2,210.01,89,2,18x8x20 cm,7/30/2023,1/1/2025,KOLLSW,"END,1FZ",Red/Small,5
NLABZ764,Smartphone,Clothing,Product_P5B2N,114.11,22,3,15x13x5 cm,7/30/2023,1/1/2025,MWTL7G,"PIW,LYB",Blue/Medium,4
Q5CT2SFF,Smartphone,Clothing,Product_ATLDF,236.17,76,3,8x14x20 cm,1/1/2023,1/1/2024,IIBL9I,"D2R,ZY5",Red/Small,3
I473OI2I,Monitor,Clothing,Product_EIQ0T,400.54,42,1,12x5x10 cm,3/15/2023,1/1/2024,OYXIYC,"5F8,WDO",Blue/Medium,5
000TV1KT,Monitor,Clothing,Product_W36TS,460.15,9,3,19x12x8 cm,7/30/2023,1/1/2026,C0ZIQP,"N9N,LGT",Green/Large,2
LRL0540I,Smartphone,Clothing,Product_T72T3,98.36,83,2,11x11x17 cm,1/1/2023,1/1/2024,UR1M4H,"ZMA,VCL",Red/Small,5
14E6GAJU,Monitor,Electronics,Product_MVUM7,220.97,51,2,17x12x7 cm,7/30/2023,1/1/2025,2LCU7J,"Z66,X3V",Green/Large,3
RAYNA4PL,Monitor,Home Appliances,Product_SS619,245.33,6,1,16x20x12 cm,7/30/2023,1/1/2025,RZV5SD,"0NC,JM7",Blue/Medium,5
GN7ENBIW,Laptop,Home Appliances,Product_XLLUK,467.05,14,1,18x17x18 cm,3/15/2023,1/1/2026,9NWNLD,"JP9,2TC",Blue/Medium,3
GPJRQ788,Headphones,Home Appliances,Product_M31TQ,18.02,55,2,13x11x18 cm,1/1/2023,1/1/2025,MN13FF,"U4V,SC6",Blue/Medium,4
XTMPANEZ,Headphones,Electronics,Product_ZKGBM,271.83,30,1,7x19x9 cm,1/1/2023,1/1/2025,ORPZ5T,"OTV,8VR",Blue/Medium,3
YU87O6IQ,Monitor,Electronics,Product_HJ1Q0,240.93,24,2,9x5x6 cm,1/1/2023,1/1/2024,2OK0Q1,"U05,GYZ",Red/Small,2
I3GRW9SX,Monitor,Electronics,Product_RQGJ8,486.23,46,1,6x16x12 cm,3/15/2023,1/1/2026,ZVPT98,"E4S,ZLD",Green/Large,2
831BGN4U,Smartphone,Electronics,Product_ESKGM,55.32,62,3,18x13x9 cm,3/15/2023,1/1/2024,81M5D5,"LKL,U90",Red/Small,1
5EMCCDGL,Headphones,Clothing,Product_WZFFR,472.75,1,2,18x6x19 cm,3/15/2023,1/1/2025,FRCQ3U,"V5K,B35",Blue/Medium,3
OTDGALV8,Monitor,Electronics,Product_PDDDR,299.08,83,1,13x15x17 cm,7/30/2023,1/1/2025,NO05OB,"U9S,0FP",Green/Large,1
3DQQOG9S,Smartphone,Home Appliances,Product_BG3UN,192.67,65,3,5x18x6 cm,7/30/2023,1/1/2026,YRCOLG,"EEX,VDT",Green/Large,2
518HQZ9P,Headphones,Clothing,Product_OIK2P,345.04,35,2,16x13x13 cm,1/1/2023,1/1/2026,8PDZP3,"ZGU,AJC",Blue/Medium,2
IV609UUG,Laptop,Home Appliances,Product_S83EZ,78.72,73,1,7x7x8 cm,1/1/2023,1/1/2025,W08QAQ,"H9J,8MD",Blue/Medium,2
2ZLOWSSY,Headphones,Electronics,Product_F2ITA,170.43,92,1,18x16x15 cm,1/1/2023,1/1/2025,1ZX6Z6,"3PU,P2G",Green/Large,4
APCBXLIH,Laptop,Clothing,Product_89J0S,362.65,66,1,18x6x10 cm,3/15/2023,1/1/2025,BNZYTS,"UI1,B6I",Green/Large,4
0W77XXGF,Laptop,Clothing,Product_KVCAL,157.41,97,1,18x19x14 cm,7/30/2023,1/1/2026,H3XT1N,"HS8,B5M",Blue/Medium,1
307CWO5K,Headphones,Home Appliances,Product_D70JK,76.88,62,1,12x18x12 cm,7/30/2023,1/1/2026,NOO4BE,"WXR,DL2",Red/Small,1
GOD0HDIP,Smartphone,Electronics,Product_1KGPC,452.61,25,3,6x11x11 cm,3/15/2023,1/1/2025,FUCC66,"08F,N1X",Blue/Medium,5
UQ8MHKLG,Smartphone,Electronics,Product_IJTVJ,460.12,75,1,16x14x13 cm,7/30/2023,1/1/2026,YFSZ1K,"NCC,TY2",Blue/Medium,2
RKYL5PNO,Smartphone,Home Appliances,Product_JNNK7,392.02,95,3,19x10x13 cm,1/1/2023,1/1/2026,ZZZQWR,"MJR,30Y",Blue/Medium,5
DJ6DUPWC,Smartphone,Electronics,Product_XZY61,261.17,37,2,10x12x8 cm,3/15/2023,1/1/2024,FQSPVH,"J84,OW2",Blue/Medium,5
VZRTVE7M,Laptop,Clothing,Product_SQZRF,108.41,7,2,7x13x20 cm,1/1/2023,1/1/2026,LU3N71,"V33,MOS",Green/Large,4
7PGV023V,Monitor,Clothing,Product_PAIPF,105.03,10,1,10x19x12 cm,7/30/2023,1/1/2026,FGLFKA,"UAO,MR8",Blue/Medium,4
KOQRK0PP,Headphones,Electronics,Product_X6X0V,10.22,6,3,10x5x17 cm,7/30/2023,1/1/2026,D3NE3N,"JF5,K7P",Blue/Medium,3
